Subgraph,5 highest absolute error,0.01 result,0.001 result,4dp result,First 5 CPU Tensors,First 5 NPU Tensors
/model/layers.29/input_layernorm/output_3,Model loading failed
ConvertLike_8175,Model loading failed
Transpose_8177,Model loading failed
Subtract_8178,Model loading failed
Multiply_8179,Model loading failed
Transpose_8180,Model loading failed
Reshape_8182,Model loading failed
Slice_8187,Model loading failed
/model/layers.29/attn/o_proj/MatMul_Q4,Model loading failed
/model/layers.29/post_attention_layernorm/SkipLayerNorm_/model/layers.29/post_attention_layernorm/output_3,Model loading failed
Multiply_8190,Model loading failed
/model/layers.29/post_attention_layernorm/SkipLayerNorm_,Model loading failed
Add_8194,Model loading failed
Sqrt_8195,Model loading failed
/model/layers.29/post_attention_layernorm/SkipLayerNorm__1,Model loading failed
Multiply_8198,Model loading failed
/model/layers.29/post_attention_layernorm/SkipLayerNorm_/model/layers.29/post_attention_layernorm/output_0,Model loading failed
ConvertLike_8202,Model loading failed
Transpose_8204,Model loading failed
Subtract_8205,Model loading failed
Multiply_8206,Model loading failed
Transpose_8207,Model loading failed
Reshape_8209,Model loading failed
Slice_8214,Model loading failed
/model/layers.29/mlp/gate_proj/MatMul_Q4,Model loading failed
/model/layers.29/mlp/act_fn/Sigmoid,Model loading failed
/model/layers.29/mlp/act_fn/Mul,Model loading failed
ConvertLike_8220,Model loading failed
Transpose_8222,Model loading failed
Subtract_8223,Model loading failed
Multiply_8224,Model loading failed
Transpose_8225,Model loading failed
Reshape_8227,Model loading failed
Slice_8232,Model loading failed
/model/layers.29/mlp/up_proj/MatMul_Q4,Model loading failed
/model/layers.29/mlp/Mul,Model loading failed
ConvertLike_8237,Model loading failed
Transpose_8239,Model loading failed
Subtract_8240,Model loading failed
Multiply_8241,Model loading failed
Transpose_8242,Model loading failed
Reshape_8244,Model loading failed
Slice_8249,Model loading failed
/model/layers.29/mlp/down_proj/MatMul_Q4,Model loading failed
/model/layers.30/input_layernorm/output_3,Model loading failed
Multiply_8252,Model loading failed
/model/layers.30/input_layernorm/SkipLayerNorm_,Model loading failed
Add_8256,Model loading failed
Sqrt_8257,Model loading failed
/model/layers.30/input_layernorm/SkipLayerNorm__1,Model loading failed
Multiply_8260,Model loading failed
/model/layers.30/input_layernorm/SkipLayerNorm_/model/layers.30/input_layernorm/output_0,Model loading failed
ConvertLike_8264,Model loading failed
Transpose_8266,Model loading failed
Subtract_8267,Model loading failed
Multiply_8268,Model loading failed
Transpose_8269,Model loading failed
Reshape_8271,Model loading failed
Slice_8276,Model loading failed
/model/layers.30/attn/qkv_proj/MatMul/output_0,Model loading failed
